标题,价格,户型,面积,朝向,楼层,装修,种类,位置,标签,概况,设施,链接,行政区,price,tj1
房东急租 精装修 家私家电齐全 近地铁 独卫大阳台 拎包入住,800,1室0厅1卫,14平方米,南北,中层(共12层),精装修,公寓,固戍红湾新村 (宝安西乡),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1615726297947141?isauction=6&shangquan_id=6151&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzPyD1uh7-PiYQuHRhsHwBPW9VmhDLmzd6PAmOuWI6m19dmymKnWTknHE3P1bQTEDQPWDdP1cvnWbLrHELnHEQTHTKnHTkTHD_nHTKPTDQPWT1PjnvPjNdPjcYTHc3TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHnzTEDVnEDKnHnQrHEvrj9knWT1nj0Qnj03PEDvTyGGmNI-rWKxnWNknTDQTHRbny7BuW76sywhmvDVPjwWPid6mWmzsH0znHndnH7bPAnQP9DQn1DOPjm3rjTznWDdnWNvnjmYTHD1nHbYPW93njcQPWTLn1TQnHcKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1nBt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THu-P1P6uHEYsyELnjEVPjmvridBrjDLsyn3uA7WrANknvN3PTDKPTDKTHnKPakQrjDzsjmQPHDKnE78IyQ_THNQujEzPvN3nyN3PWFbPHc&lego_tid=6e73ae44-d704-4669-b817-c8dac8e03e84,宝安,"(500.0, 1000.0]",True
固戍地铁餼麣麣米 精装公寓 采光 独立阳台厨卫 可短租一个月,880,1室0厅1卫,20平方米,南北,共5层,精装修,公寓,南昌第二新村 (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1703506943713285?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadhuWnzPyEzridbn1NzsHE1njcVmWIbriYOPjNdPjP6nAnLnj9KnHTQn1nkPHT3TEDQP1T1PHTvrHE1P1D1nW9dTHTKnHTkTHD_nHTKPTDQPWT1PjnvPjb3PH9LTHcKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4OlvUlmaFOmBgl2AClpAdTHDKn1nKTiYQTEDQn1DOPjbOrj9dPjTdnW9vPjTkTHmKph-6wvNln7tzPHTkTHDKrAE3nHw6nhEVmh7BraYYm1TLsyF-uW0VujE1PAPbnj9QuHP-THD1nHbYrHb3rjNdnH9dn1cvnj9KnHnQrHEOrH93PHEdnHEQrHmYrTDKTEDKTiYKTE7CIZwk01CfsLPlsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jn1s1qh0hqVgLKzpyP-5HThIAqx0ZFGmvNqnWNknTDKnHE8nHD3sWDYna3QPWbKnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWnKmWTvnHc1uyEVmWbOriYYPhDdsyDQrH9Vn1b1nWu6njDQrjEdTEDYTEDKnkDYsjD3nHc_n1nzP1cKnE78IyQ_Tyn1ry7huWuWmvuhPvDdPjE&lego_tid=b06123ed-b999-46a5-a198-39326a011845,宝安,"(500.0, 1000.0]",True
房东急租 精装修 家私家电齐全 近地铁 独卫大阳台 拎包入住,800,1室0厅1卫,14平方米,南北,中层(共12层),精装修,公寓,固戍红湾新村 (宝安西乡),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1615726297947141?isauction=6&shangquan_id=6151&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadhuWnzPyEzridbn1NzsHE1njcVmWIbriYOPjNdPjP6nAnLnj9KnWTknHE3P1bQTEDQPWDdP1cvnWbLrHELnHEQTHTKnHTkTHD_nHTKPTDQPWT1PjnvPjb3PH93THDQTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHn1TEDVnEDKnHnQrHEvrj9knWT1nj0Qnj03PEDvTyGGmNI-rWKxnWNknTDQTHF-Pj-6myu-sH-6n1mVPAwBnid6PAw-syPWrjKbujFbPW6bn9DQn1DOPjm3rjTznWDdnWNvnjmYTHD1nHbYPW93njcQPWTLn1TQnHcKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1nzt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TyNvmym1uHbksHbvPjmVPAm1PzYOPj-hsHF6nANYnAc3ujDkmkDKPTDKTHnKPakQrjDzsjmQPHDKnE78IyQ_THbOuANLnjELuWN3nhmOnWE&lego_tid=e6af3e90-9646-4f37-949f-2a0e40b8d10c,宝安,"(500.0, 1000.0]",True
一号线西乡固戍地铁口电梯公寓招租 入住送网免租,750,1室0厅1卫,15平方米,西南,高层(共7层),精装修,公寓,石街新村 (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1668084512791555?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKnWTknW9Ln1E3TEDQPWm3nj9YPHDzP1bQPHNdTHTKnHTkTHD_nHTKPTDQPWT1PjnvPWcLrHnzTHcKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4OlvUlmaFOmBgl2AClpAdTHDKn1mKTiYQTEDQn1DOPj01n1DLn1DvPjT1nWTkTHmKph-6wvNln7tzPHTkTHDKnywBujndPyEVPvuhPBYYnhczsyD1PhEVmWczmvFbmvnYPHwhTHD1nHbYP1n1nH0YnH0kPWmYrH0KnHnQrHELn1nQP1nYrHbvnH0zrTDKTEDKTiYKTE7CIZwk01CfsLPlsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jnvs1qh0hqVgLKzpyP-5HThIAqx0ZFGmvNqnWNknTDKnHE8nHD3sWDYna3QPWbKnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWnKnW-WPyNLnHcVnWEQniYYPvcOsH6bryDVryFbuHwhnyEkPhR6TEDYTEDKnkDYsjD3nHc_n1nzP1cKnE78IyQ_THF-nynzn1KbnWnLP1m3ryE&lego_tid=29c5e712-2411-47b9-8d9a-9bde4f1d06ea,宝安,"(500.0, 1000.0]",True
驋驋号线福永站 温馨公寓 独厨独卫 采光好 适合单身情侣,1300,1室0厅1卫,25平方米,南北,高层(共9层),精装修,公寓,星港同创汇 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1658305485791233?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKnHTQn1cLnHb3TEDQPWN3n1TdPj9dP1bQnWn1THTKnHTkTHD_nHTKPTDQPWT1PjnvPWcLrHn1THD3TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHnvTEDVnEDKnHnQnj9vnWTknW0knjDLP1EkrTDvTyGGmNI-rWKxnWNknTDQTyu-m1F6rjnQsHnLuhmVPAEQriY3nH0dsHbznvDvnADzmHKBm9DQn1DkrjmznjTzrjTOnWDLnjcYTHD1nHT3PWcknjcLPjcQnWTYPj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1PBt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THEOrj7-PymzsH7bnAEVPANQmiY3mWbzsyubuhDvmH9kPHR-n9DKPTDKTHnKPakQrjDzsjmQPHEKnE78IyQ_Tyu6njwhrAPWmWDQPhNQPHD&lego_tid=4981e5f2-1d0d-4e1a-8b92-fdfa6a8055e2,宝安,"(1000.0, 1500.0]",True
精致套间直租，近后瑞地铁站，周边配套齐全，温馨舒适，欢迎咨询,1100,1室0厅1卫,22平方米,南北,中层(共10层),精装修,公寓,后瑞村 (宝安后瑞),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,暖气,",https://sz.zu.anjuke.com/fangyuan/1662456753871883?isauction=6&shangquan_id=36175&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKnHTQnWcdnjDLTEDQPWmzPjNvP1N1rj0Qrj91THTKnHTkTHD_nHTKPTDQPWT1PjnvPWcLrHn1THc1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHnvTEDVnEDKnHnQrHEzPjcvPHcLnj9vnH9zPEDvTyGGmNI-rWKxnWNknTDQTHEzuhwhuhnLsHNLrAmVPjwWPidBnAEdsHDLrAN1nhn3PjbQu9DQn1DOPjcYnWmdn10QPHcdnHckTHD1nHbYnWEzPWN1njTznWmkPj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1PBt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1Tyw-myn3PjDksymLrAmVPjEzPad6PhcYsHnOuHuhm1FbrjndPEDKPTDKTHnKPakQrjDzsjnvnH0dTHDKUMR_UTDvmynknyc3uhm3uWT1mhD1&lego_tid=deac8410-f78f-4424-a6b4-39e6fc2d8355,宝安,"(1000.0, 1500.0]",True
采光好全新装修 家私齐全 环境安全 让你有家的感觉,600,1室0厅1卫,36平方米,南北,低层(共9层),精装修,公寓,甲岸村 (宝安宝安中心区),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1704754603140100?isauction=6&shangquan_id=6150&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKnWTknH91PHEkTEDQP1TYP1NYPWT1nHEknHTkTHTKnHTkTHD_nHTKPTDQPWT1PjnvPWcLrHndTHE1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHnvTEDVnEDKnHnQrHNQP1bLnWc1rjD3njndn9DvTyGGmNI-rWKxnWNknTDQTynvuW7hPhwBsHmzPHDVPAmQPaY3n1cdsHDzP1mzrAnQPHbdmEDQn1DOPHDLrH0zn1cznj0kPHc3THD1nHbdnH0OP1czrjTQnWn1rHcKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1PBt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THw-nWNvPWNdsHIBPWnVPjnvPBdBnW0QsHnOnHNzPjm1nW7bu9DKPTDKTHnKPakQrjDzsjmQPHTKnE78IyQ_Tyn3uj0kmyDOuWbkPHbQujN&lego_tid=4e256655-7b63-4366-b271-3915246321df,宝安,"(500.0, 1000.0]",True
押一付一南山白领佳选 福永桥头直达 精装公寓 免中介 随时住,1300,1室0厅1卫,30平方米,南北,中层(共15层),精装修,公寓,新和一区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1587312788366346?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKPWc3rjNvnEDKnHN3P1nQnW03rjnvPWnYP9DkTHDknTDQsjDkTHEKnHmkn1E1PWmzP1b1PEDYrTZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnED1P9DKsHDKTHD1nH9LPjmOrHmdnWDkPHEznj9KP97Jpy7ZuHCkg1cdnjTKnE7-PHKWm1nLnBYdn1DOsHEkmvnVrAnYmzYdnyDLPHNknj91PADKnHnQrj0YPWbOPWm1PjnknjEQP9DQn1D3P1EvrHbvPHN3rjTzrHEdTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkn1mf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznkDLm1wWrycknzYvm1mYsHEOmW0VrAEzniYvmvPhPH7BuywWuHNKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UT76PycvujN3P1FWPWDznHDO&lego_tid=7c4c9b03-6c64-49b7-8d21-6ccf51bedce5,宝安,"(1000.0, 1500.0]",True
福永地铁站 近星港同创汇 同泰时代中心 家电齐全 拎包入住,1500,1室1厅1卫,40平方米,东南,中层(共10层),精装修,公寓,新和一区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1677632624533518?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadbmHmLnhDknzYkrHb1sHELnWDVrAN3uiY1rAEdrHNOnhDznjTKP1nvnWN3PkDKnHmLP1m1nWmzPjN1n1NQrTDkTHDknTDQsjDkTHEKnHmkn1E1PWmzP1b1PEDdnkZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnED1P9DKsHDKTHD1nHbYP1nknjDvnWnLnWEkn1cKP97Jpy7ZuHCkg1cdnjTKnEDYuAR-PjbYmzYvmhwBsHELm1mVmW9kuaY1m1Ibm1-WmvEOnHEKnHnQrHELn1TknH9YnH9zP19YnTDQn1DOPj01njTQP10YP1c1nj0zTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkn1mf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznk7hryF6nWF6miYOnHIbsHwBnjNVrjRbmiY1nHmdnH-6nvELuHNKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UT7WPj0Qm1P-mvnzm1u6mHD3&lego_tid=f9ba22aa-917d-4b05-85da-316519a3d7e5,宝安,"(1000.0, 1500.0]",True
整租 免中介 一号线地铁口温馨单间 带独立厨卫,1100,1室0厅1卫,13平方米,东南,中层(共12层),精装修,公寓,万象新天(三期) (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1689163327462407?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzmHK6nWmYPzdWnjcYsHwbPjNVmymQuidbPHnQrjb3uADOuhNKnHTkn1mOrjmdTEDQPW9OnHm1n1cLPjmzPjTLTHTKnHTkTHD_nHTKPTDQPWT1PjnvPW01nHmvTHnkTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHnLTEDVnEDKnHnQrHELnW0dPjmOPWmdrjbYPTDvTyGGmNI-rWKxnWNknTDQTyNYmvnLm1mksymQrAcVPjI6PzdBP1RBsyNYmyN3mHD3n1mzu9DQn1DOPj0zP1NYP193rHn1PWnzTHD1nHbYP1cLPHELn1EYnj0vrjTKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1Pzt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TynznWEznW9zsH66uhEVPjDvPBdBnyRWsywhPHmYrAn1nWcOnEDKPTDKTHnKPakQrjDzsjn1nW0zTHDKUMR_UT7brH0YuAc3uW01mHEQPvNO&lego_tid=c2242282-8afd-4166-b1ec-df5648c32291,宝安,"(1000.0, 1500.0]",True
一号线西乡固戍地铁口电梯公寓招租 入住送网免租,750,1室0厅1卫,15平方米,西南,高层(共7层),精装修,公寓,石街新村 (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1668084512791555?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuad6PAN1rjDdPad6rjFWsHEkm19VmhE3nzY3nAD3uHTdPWubPWcKnWTknW9Ln1E3TEDQPWm3nj9YPHDzP1bQPHNdTHTKnHTkTHD_nHTKPTDQPWT1PjnvP1DYPW9LTHD1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHn3TEDVnEDKnHnQrHELn1nQP1nQPWEkn1cknTDvTyGGmNI-rWKxnWNknTDQTHKbn1Khm1I-syRbuWNVPAnkPBd6PhRhsHE3rj01PHuBrjc3uTDQn1DOPj01n1DLPjDLnjmvPjbLTHD1nHbYP1n1nH01PjbOPWDLnW9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLT1rat4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TymvmvFBuARWsHcvPhnVPjnvrid6uj0dsHEYPjbknHbdmymkmkDKPTDKTHnKPakQrjDzsjn1nW0zTHDKUMR_UT7WmHTLnAmduhNOP1w-nju6&lego_tid=f6cbbdec-266c-4369-ad75-44490195af0c,宝安,"(500.0, 1000.0]",True
实图实价 后瑞地铁鑶鑶麣米 大单间 全新家私电器 环境优雅,1380,1室0厅1卫,20平方米,东北,低层(共6层),精装修,公寓,后瑞华庭 (宝安后瑞),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1693402661266445?isauction=6&shangquan_id=36175&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadhuAubPjmdPiYQmW-hsHEzn1cVmhu6nadhujbYmyw6uWmLnjNKnWTknW9zrjDvTEDQPWb1PjTzPWmQnWmvPjEdTHTKnHTkTHD_nHTKPTDQPWT1PjnvP1bOP1E3THDOTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEkTEDVnEDKnHnQrHEdnWELn1N3Pjcvn1DLnTDvTyGGmNI-rWKxnWNknTDQTyPhnjcQmvDLsHwbPvNVPAE1uidBryPBsHKbPhw-uW0drHndmEDQn1DOPjNzPj01PW9kP1nznHmkTHD1nHbYPHcYP1nvnWmznjmznj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnat4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TyNOmhnOmhmdsH7WPWNVPAmLmzYOnHEvsHmQnvRhryDYm103rTDKPTDKTHnKPakQrjDzsjnvnH0dTHDKUMR_UTDYrjNzujbLnvELPWnQuHE1&lego_tid=e9bc9bf5-1c65-4f7c-9146-613ef9a4c788,宝安,"(1000.0, 1500.0]",True
近龤号和龤龤号线地铁口公寓直租，房东年轻和气，住户都是上班族,1000,1室0厅1卫,14平方米,南北,中层(共9层),精装修,公寓,西乡盐田新一村 (宝安碧海湾),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1704602724245514?isauction=6&shangquan_id=34426&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadhuAubPjmdPiYQmW-hsHEzn1cVmhu6nadhujbYmyw6uWmLnjNKPHc3njT3rTDKnH0kPjmknW0zPjcYPHNQPTDkTHDknTDQsjDkTHEKnHmkn1E1PW0OrH0dnTDYnTZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYnTDKsHDKTHD1nHbYrjcdrjELnHbQP1DdrjEKP97Jpy7ZuHCkg1cdnjTKnEDLrHczn1-BPaYOmvnzsHwWnjbVmWIhraYOuhDzmvw-mycvmyEKnHnQrHE3nWN3Pj9zPjT1n1c3nTDQn1DOPj9zPH9YP1mdn1D1njcYTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjTf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznkDknHcQmW6hniYkuAuWsHEQnHDVmhEkuaY3nAPbnHIWnjRWnHEKTHEKTED1THE_nH9QnBk1PjEzP9DQTyOdUAkKPHDdnHw6mHTQuHRhuHnOPE&lego_tid=0121b8f1-0dfc-4111-bd0d-80cd17c05c14,宝安,"(500.0, 1000.0]",True
沙井地铁站出口旁 直租无中介 特价招租 长期有优惠送宽带,399,1室0厅1卫,14平方米,南北,共3层,精装修,公寓,博岗大厦(壆岗大厦) (宝安沙井),True,True,"洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,空调,衣柜,床,卫生间,智能门锁,",https://sz.zu.anjuke.com/fangyuan/1647247239420943?isauction=6&shangquan_id=1846&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuadhuAubPjmdPiYQmW-hsHEzn1cVmhu6nadhujbYmyw6uWmLnjNKP1TznHNYPkDKnHmYP1cYP1c1rHEznjbYnkDkTHDknTDQsjDkTHEKnHmkn1E1PW0OrH0dnTDYrTZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYnTDKsHDKTHD1nHbdnHTQPjEvPWEYrjDLrHnKP97Jpy7ZuHCkg1cdnjTKnEDLnvuhuHnLnaYznhRWsHw-nAcVmWTYnaYvP1E1nHn3rAmOrAmKnHnQrHNQnjDYPj91PWEYPjDvnTDQn1DOPHDknHEYP101PHn1PWbvTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjTf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznkDLmWDvm1KbPBYOuHKhsHELPj0VmHNQriYQPjnLnjEzmHcLnHnKTHEKTED1THE_nH9QnBkQrjEvTHDKUMR_UTD3njE3nyuhnyD1PvE1ujmQ&lego_tid=7b16c0d6-9e0f-4747-a519-1437042a2713,宝安,"(0.0, 500.0]",True
