标题,价格,户型,面积,朝向,楼层,装修,种类,位置,标签,概况,设施,链接,行政区,price,tj1
近龒龒号线福永站 精美一房 独厨独卫  温馨家园 带阳台,1300,1室0厅1卫,30平方米,南北,中层(共13层),精装修,公寓,福永新村 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1553064677155853?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYYnh7WmHDLraYvujn3sHE1rHnVmhwBmzY3mH0Lujb3nyDdmvDKnHTQn1cLnHb3TEDQPHN1njmYPW0LnHNdrjN1THTKnHTkTHD_nHTKPTDQPWT1PjnvrjmQnjn1THDkTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEQTEDVnEDKnHnQnj91nWnYnHnQnWT3PWTQP9DvTyGGmNI-rWKxnWNknTDQTH0YuyPhPHPhsycOm19VPA7brad6rHm1synzrH9LPhD1mymYm9DQn1Dkrjnzn1EQPjTYn1mkP1TYTHD1nHT3n1c1PjD1Pjb3n1ELPHnKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnit4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THFBuAD1nAE1sHnzmvDVPj6hPzY3rHNYsymOmhc3uHubnHTzuEDKPTDKTHnKPakQrjDzsjmQPHEKnE78IyQ_THDQPyD3rjTQujczmvuWnyD&lego_tid=2bda30d3-32ca-48f7-8954-f9bb8e6d102e,宝安,"(1000.0, 1500.0]",True
押一付一 福永地铁口 南山直达 品牌公寓 免费健身随时看房,1350,1室1厅1卫,30平方米,南北,中层(共13层),精装修,公寓,新和一区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1595740175425543?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYYnh7WmHDLraYvujn3sHE1rHnVmhwBmzY3mH0Lujb3nyDdmvDKPWc3rjNvnEDKnHNOPH0YnjDLPHEzPHNYnkDkTHDknTDQsjDkTHEKnHmkn1E1PW9vnHT1PTDQrTZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYnEDKsHDKTHD1nH9LPjmLrjDQPjndPjn3nj9KP97Jpy7ZuHCkg1cdnjTKnEDdPywhuAEzuaYLryEOsHw-rHcVmWNQriYLuj76uAFbPyNknvEKnHnQrj0YPW03nHcdPW0OnjTQP9DQn1D3P1EvP19QnWndrjDYPjTkTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjDf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznk76PhcQnyu-ridbuyEvsHw6ujNVmH93raY3rjnLPWmvuhm1nWDKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UT7-mymzuHnYuW0LnjPbuWDk&lego_tid=a6b11fe9-ded6-4ad5-a888-8837666ff321,宝安,"(1000.0, 1500.0]",True
整租 免中介 一号线地铁口温馨单间 带独立厨卫,1100,1室0厅1卫,13平方米,东南,中层(共12层),精装修,公寓,万象新天(三期) (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1689163327462407?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYYnh7WmHDLraYvujn3sHE1rHnVmhwBmzY3mH0Lujb3nyDdmvDKnHTkn1mOrjmdTEDQPW9OnHm1n1cLPjmzPjTLTHTKnHTkTHD_nHTKPTDQPWT1PjnvrjmQnjnYTHckTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEQTEDVnEDKnHnQrHELnW0dPjmOPWmdrjbYPTDvTyGGmNI-rWKxnWNknTDQTynzn1wBnhNvsHc3mHEVPAmYPBdBPjwWsHEzPynYm1m1P1nYrTDQn1DOPj0zP1NYP193rHn1PWnzTHD1nHbYP1cLPHELn1EYnj0vrjTKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnit4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THIWmhD1m1E3symYP19VPj0dPidBuyN3syNYuyDkPWckPh76PTDKPTDKTHnKPakQrjDzsjn1nW0zTHDKUMR_UTD3ujn3njb1nj0LrjmdPjm1&lego_tid=7cba3c48-f478-4755-bee8-e4ea06206aa4,宝安,"(1000.0, 1500.0]",True
宝安西乡驋号线固戍地铁站靠近万象新天，新天地购物广场石街新村,1280,1室0厅1卫,28平方米,南北,高层(共9层),豪华装修,公寓,万象新天(三期) (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1655048838062091?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYYnh7WmHDLraYvujn3sHE1rHnVmhwBmzY3mH0Lujb3nyDdmvDKnHTQn1cdPHDvTEDQPWNdnjE3rjn3njmznjbQTHTKnHTkTHD_nHTKPTDQPWT1PjnvrjmQnjnvTHE1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEQTEDVnEDKnHnQrHELnWNOnj0YrH0kPjDOn9DvTyGGmNI-rWKxnWNknTDQTHNvuHndnAF6sHIbmHDVPADYnBYOPWFhsymLrHnknj9kPjK6nkDQn1DOPj0zPHbkrjEQrH03rj9kTHD1nHbYP1cdrHTLP1TvP1b3nj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnit4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TyPBP1NvP1cvsy76rHEVPjRWPBdBuhPWsHIBn1TzuywBryE1PkDKPTDKTHnKPakQrjDzsjn1nW0zTHDKUMR_UT7BnHDzrH-WnjIWPWNLnWbQ&lego_tid=cb756726-aa94-45c6-bfcc-7b302edb9d37,宝安,"(1000.0, 1500.0]",True
福永 精装公寓高层 配套齐全 随时看 直达南山后海车公庙押一,1500,1室1厅1卫,30平方米,南北,中层(共16层),精装修,公寓,星港同创汇 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,",https://sz.zu.anjuke.com/fangyuan/1579230336311300?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYYnh7WmHDLraYvujn3sHE1rHnVmhwBmzY3mH0Lujb3nyDdmvDKP1EYPH91rEDKnHNLrHc1njn1PWnQnHnknTDkTHDknTDQsjDkTHEKnHmkn1E1PW9vnHT1PkDvnTZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYnEDKsHDKTHD1nHbkP10QnHTzPWNOPjmQnHcKP97Jpy7ZuHCkg1cdnjTKnE76rH6BujnQmBYQuymLsHEzm10VrAu-raYdnvDvuW7brAP-mWDKnHnQrHTLP1DQnjE1P1bQnWNLP9DQn1DOnj0LnHDkn1mzPjDOnWTQTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjDf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznkDYnWEznyEQPzYLnWDLsHEQPWNVmy7BuidBmyFBryDLujNzmynKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UT7-uHwhPWNQPjE1mhDOnvRW&lego_tid=42421d17-7217-4165-aabe-babb9a7d52ac,宝安,"(1000.0, 1500.0]",True
閏号线，灵芝地铁站，适合情侣入住，带家电家私，拎包入住,1500,1室0厅1卫,30平方米,朝南,中层(共12层),豪华装修,公寓,冠城世家 (宝安新安),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,",https://sz.zu.anjuke.com/fangyuan/1543650387959815?isauction=6&shangquan_id=1842&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzmWRbnhEYmidhuAnYsHwBrycVrjbQmzd-nvDLuyndmHEYuyNKnHTQn1TYnjmvTEDQPHE1PWNkn19LrHNOrjDdTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHDzPHndTHcKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4OlvUlmaFOmBgl2AClpAdTHDKPjcKTiYQTEDQn1D3rjNzrj9OrjT1P1NOPWDvTHmKph-6wvNln7tzPHTkTHDKuhPBnAm3uymVmvmzPzYYuWnOsy7-m1DVuHcknjnkuj66nWKWTHD1nH93PHc3rjb3rj0vPjbLrHEKnHnQrj9dnW93rH91n1Dzn19YnEDKTEDKTiYKTE7CIZwk01CfsLPlsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jEzs1qh0hqVgLKzpyP-5HThIAqx0ZFGmvNqnWNknTDKnHE8nHD3sWDYna3QPWbKnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWnKPWcknynQP10VP1mvuaYYPHczsyDQnjbVn1TvuyEQuhc1uANkTEDYTEDKnkDYsjD3nHc_nH9Yn9DQTyOdUAkKPj0vnWc3uWmYnWE1nj7bmE&lego_tid=6201c177-766d-4522-a109-306ed1fb3de0,宝安,"(1000.0, 1500.0]",True
麣号线固戍直达西乡坪洲，采光好可做饭，可养宠物，拎包住,700,1室0厅1卫,12平方米,朝南,低层(共12层),精装修,公寓,宝源新村 (宝安坪洲),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1536535938507784?isauction=6&shangquan_id=34419&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzmWRbnhEYmidhuAnYsHwBrycVrjbQmzd-nvDLuyndmHEYuyNKnHTkrHnvnWDYTEDQPHnvPHndrHn3PHTLP19YTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHDzPHnvTHmKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4OlvUlmaFOmBgl2AClpAdTHDKPjcKTiYQTEDQn1D3rjNkPH0LnWEkPWb3rj9QTHmKph-6wvNln7tzPHTkTHDKnAF6ujELmW9VuW7BniYYnAFhsH66rjmVmvw-PjnOn17bmvDkTHD1nH93PHTdP101PHnOPjTOrHcKnHnQrj9dnjNLP1c3PW91PWczPTDKTEDKTiYKTE7CIZwk01CfsLPlsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jEzs1qh0hqVgLKzpyP-5HThIAqx0ZFGmvNqnWNknTDKnHE8nHD3sWDYna3QPWbKnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWnKPjPWPHPWnANVmhN1PaYYPjEksH6WmHTVrj9OP10duj7bPWTLTEDYTEDKnkDYsjD3nHc_n1EYnHbKnE78IyQ_THmkrjDznjE1PWIbujmdPH9&lego_tid=43c53c0e-be34-4440-8ca0-889775d1d607,宝安,"(500.0, 1000.0]",True
押一付一 福永地铁口 南山直达 品牌公寓 免费健身随时看房,1350,1室1厅1卫,30平方米,南北,中层(共13层),精装修,公寓,新和一区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1595740175425543?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzmWRbnhEYmidhuAnYsHwBrycVrjbQmzd-nvDLuyndmHEYuyNKPWc3rjNvnEDKnHNOPH0YnjDLPHEzPHNYnkDkTHDknTDQsjDkTHEKnHmkn1E1PWbQnWN1P9DQnkZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYn9DKsHDKTHD1nH9LPjmLrjDQPjndPjn3nj9KP97Jpy7ZuHCkg1cdnjTKnEDzPvEOnjEYPadWPWI6sHEznHnVrj--nzYLuhR-nvE3nhmOP1NKnHnQrj0YPW03nHcdPW0OnjTQP9DQn1D3P1EvP19QnWndrjDYPjTkTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjcf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznk7WmvwBnvnvnBYOuH7bsHE3nADVrHwbmzdbPynzmH9OmycvrycKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UTDdnywbuWEdnh76m1PbnhcQ&lego_tid=ccdb3c62-9e1d-480a-94dc-d5c2a89ab69b,宝安,"(1000.0, 1500.0]",True
福永地铁站閏驋驋米，精装园区公寓，大单房带阳台直租，免费停车,1200,1室0厅1卫,30平方米,东南,中层(共8层),精装修,公寓,同泰时代中心 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1658649545154575?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYzmWRbnhEYmidhuAnYsHwBrycVrjbQmzd-nvDLuyndmHEYuyNKnHTQPHEvrHTvTEDQPWN3PWEOPHEdnHNYPH0dTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHDzPHnLTHn1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEzTEDVnEDKnHnQnWbYnjTQPHTQn1TLPWbOnkDvTyGGmNI-rWKxnWNknTDQTyw6rAEvmvu-sHF-m10VPjFBnzYOuAmYsyEkm10Onhn1PvRhn9DQn1DzrHEknjDdnHTQnHNLn10LTHD1nHcOPjTknHNkPHT3nWNLnW9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnBt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THckPADYnjn1sHE1nymVPjcQPid6ujFBsH9vmH7bm1w6ryEQP9DKPTDKTHnKPakQrjDzsjmQPHEKnE78IyQ_TH-hmhP6PAFbm1IhnhE3PW0&lego_tid=204a4033-431f-4215-ad2b-86a1dc4a9d16,宝安,"(1000.0, 1500.0]",True
龒龒号线福永站 品牌公寓精装修 可养宠物 交通便利 拎包入住,1280,1室0厅1卫,25平方米,南北,中层(共6层),精装修,公寓,同泰时代中心 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,",https://sz.zu.anjuke.com/fangyuan/1660827081890826?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQmvEvrjP-raYQnyP-sHEkPADVrj7BradbrjwBuANOnWnvPhmKnWTknWmYnHTOTEDQPWmkrjcLnj9QrjbkrjcvTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHmkPHNOTHbKOplFOUA7OplBOev8lpAvsRKjOlXxOCB4OlvUlmaFOmBgl2AClpAdTHDKPjnKTiYQTEDQn1DOPj0krjT1nHmzPHTOn1DzTHmKph-6wvNln7tzPHTkTHDKuWTzrjcQPAEVPHcQnaYYnhmYsH6-mhNVrynzmym3rHbOPvm3THD1nHbYP1T3njnzPWnQP1cvnj9KnHnQrHELnj9kn1ckrjmYPWmdP9DKTEDKTiYKTE7CIZwk01CfsLPlsMGdsh78pMRouiOWUvYfuh78uL-dmy3f0jE1s1qh0hqVgLKzpyP-5HThIAqx0ZFGmvNqnWNknTDKnHE8nHD3sWDYna3QPWbKnTDkTEDQsjDQTgVqTHDknjNYTHDknjc1nWnKuhNknHbLPADVPW91PzYYujbksy7huj9Vmvm3nW6BrjEvPvEvTEDYTEDKnkDYsjD3nHc_PWDdPTDQTyOdUAkKPjP6nhwWn1I-rj0knvnzm9&lego_tid=fe01974a-6837-4d90-afd8-cf828b8467d6,宝安,"(1000.0, 1500.0]",True
宝安西乡龤号线固戍地铁站靠近万象新天，新天地购物广场石街新村,1280,1室0厅1卫,28平方米,南北,高层(共9层),豪华装修,公寓,万象新天(三期) (宝安固戍),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1655048838062091?isauction=6&shangquan_id=33272&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQmvEvrjP-raYQnyP-sHEkPADVrj7BradbrjwBuANOnWnvPhmKnHTQn1cdPHDvTEDQPWNdnjE3rjn3njmznjbQTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHmkPHmkTHDOTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHE1TEDVnEDKnHnQrHELnWNOnj0YrH0kPjDOn9DvTyGGmNI-rWKxnWNknTDQTyczPWTdPvDvsHnQPW9VPjc1niY3PhcYsHN3rjD1mWFWuHDvrEDQn1DOPj0zPHbkrjEQrH03rj9kTHD1nHbYP1cdrHTLP1TvP1b3nj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnzt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TyPBPymOnH03syPbPANVPjmkPaYOnHnLsHu-m1N1rHDOrj0YP9DKPTDKTHnKPakQrjDzsjn1nW0zTHDKUMR_UTDzm1nvPhEkrHwhPAckP1u-&lego_tid=cb5f9178-cd4e-4604-9137-6ec539198746,宝安,"(1000.0, 1500.0]",True
直租，靠近地铁站，电梯房，家电家私齐全，可拎包入住，精装修,650,1室0厅1卫,30平方米,东南,中层(共11层),精装修,普通住宅,桥南273号小区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1702013554074627?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQmvEvrjP-raYQnyP-sHEkPADVrj7BradbrjwBuANOnWnvPhmKnWTkn1EOrHbOTEDQP1TznjD1PHNYnj0YPWcLTHTKnHTkTHD_nHTKPTDQPWT1PjnvrHmkPHmkTHc3TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHE1TEDVnEDKnHnQrj9OPjmOrHmOPHNLrHD1P9DvTyGGmNI-rWKxnWNknTDQTHK-uhwbuycdsH6bmWNVPjNdnidBmynOsyNLnjnLP1Phnj0YuEDQn1D3rjbYPWbOrjbzP1DQPjcYTHD1nH93rHEvrHb3n19QrjNYP1nKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnzt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THnYnWTkrjE3sHPBPynVPjEkraY3PW9QsHcYPvcQmyNvnW-6rTDKPTDKTHnKPakQrjDzsjmQPHEKnE78IyQ_TH93nH9vnvn1njD1mHRbm1c&lego_tid=34200848-3b5c-4408-8681-247b1ae629a8,宝安,"(500.0, 1000.0]",True
押一付一 福永地铁口 南山直达 品牌公寓 免费健身随时看房,1350,1室1厅1卫,30平方米,南北,中层(共13层),精装修,公寓,新和一区 (宝安福永),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,空调,衣柜,床,卫生间,智能门锁,阳台,",https://sz.zu.anjuke.com/fangyuan/1595740175425543?isauction=6&shangquan_id=6154&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQmvEvrjP-raYQnyP-sHEkPADVrj7BradbrjwBuANOnWnvPhmKPWc3rjNvnEDKnHNOPH0YnjDLPHEzPHNYnkDkTHDknTDQsjDkTHEKnHmkn1E1PWbvnjNvnED1nkZ-oCM-_mg-oJsMfpeGCUmVND5MGO4hBs4MoufG9cM-BFxCCpWGCUNKnEDYnkDKsHDKTHD1nH9LPjmLrjDQPjndPjn3nj9KP97Jpy7ZuHCkg1cdnjTKnEDznH0QuAPWPBY3PynYsHELPAnVrjDknBdWuAnvmHcQrHm3mynKnHnQrj0YPW03nHcdPW0OnjTQP9DQn1D3P1EvP19QnWndrjDYPjTkTEDKTEDKsEDKTy6YIZK1rBtf0LC8XMN8myOJIyV-shPfUiqhmyOMXgR6UBqkPjnf5vuzUvdx0ZFGmvNqnauYUdqk0h-WuHYzPHTkTEDQPa3QnH98nHEksWDvrEDkTHTKTHD_nHDKXLYKnHTkPHEKnHTknWnznkDdPjb3PWR6miYkPvP6sHw6rjcVmHEzuBd-P1T3rH91n19dP1DKTHEKTED1THE_nH9QnBkvnHNYTHDKUMR_UTDvrAubnjDdujTOuHbYmW7W&lego_tid=549865aa-07ca-4a82-a42f-e70898338571,宝安,"(1000.0, 1500.0]",True
精致套间直租，近后瑞地铁站，周边配套齐全，温馨舒适，欢迎咨询,1100,1室0厅1卫,22平方米,南北,中层(共10层),精装修,公寓,后瑞村 (宝安后瑞),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,可做饭,空调,衣柜,床,卫生间,智能门锁,暖气,",https://sz.zu.anjuke.com/fangyuan/1662456753871883?isauction=6&shangquan_id=36175&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaYQmvEvrjP-raYQnyP-sHEkPADVrj7BradbrjwBuANOnWnvPhmKnHTQnWcdnjDLTEDQPWmzPjNvP1N1rj0Qrj91THTKnHTkTHD_nHTKPTDQPWT1PjnvrHmkPHmQTHE1TXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHE1TEDVnEDKnHnQrHEzPjcvPHcLnj9vnH9zPEDvTyGGmNI-rWKxnWNknTDQTHEdPhc3rjEdsHmzmHEVPj9LnzY3Pyc3sHDkmyDdPynOmH6BnEDQn1DOPjcYnWmdn10QPHcdnHckTHD1nHbYnWEzPWN1njTznWmkPj9KTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYnzt4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1THmOnjuhuHuhsycLuADVPj0QmiYOrjmOsH9OPH9kn1T3rywBm9DKPTDKTHnKPakQrjDzsjnvnH0dTHDKUMR_UTDLPAubnyDvrycLrjubnAFB&lego_tid=6906fe6f-b7da-471a-9869-895803089dbb,宝安,"(1000.0, 1500.0]",True
麣号线近西乡地铁站 采光好 家私家电齐全精装修，采光好环境好,1500,2室1厅1卫,52平方米,朝南,中层(共15层),精装修,公寓,宝乐新村 (宝安西乡),True,True,"冰箱,洗衣机,热水器,宽带,沙发,油烟机,燃气灶,可做饭,电视,空调,衣柜,床,卫生间,智能门锁,阳台,暖气,",https://sz.zu.anjuke.com/fangyuan/1672300427550721?isauction=6&shangquan_id=6151&legoFeeUrl=https%3A%2F%2Flegoclick.58.com%2Fjump%3Ftarget%3DpZwY0ZnlsztdraOWUvYKuaY1PARbmW0vriYQmH0QsHwWn1TVmyNOmBY1m1m3rAP-nHDOPAnKnWTknWmdPHDdTEDQPW0zn1TkPjcLPHNkP1cQTHTKnHTkTHD_nHTKPTDQPWT1PjnLnjNLP1NdTHcdTXy8BXyQ6Xy8C8Xqo8h6VBdEESXMMSpcfSXVhShTBXyc-SB6Jrh6VEDQTHEdTEDVnEDKnHnQrj9dnjEOnWNvnH9OnHnzrTDvTyGGmNI-rWKxnWNknTDQTyDdPHmLrjuWsy7BmWEVPjczuBYOrjbzsycOnyN1mynLPhmvnTDQn1D3rjNkPjbzP1m1nWcznjDvTHD1nH93PHTYrHcLnWDzP1E3rjTKTEDKTEDVTEDKpZwY0Znlszq1XBOlIiO6UhGdpvN8mvqVsvu6UhIOIy78sLTYPit4uMFfURqk0h-WuHYkFMwfgLKzpyP-5HcdnjTKTHDYsWDQra3QPjT8nHmOTHTKnTDKnikQnE7exEDQnjTdPTDQnjTzn1c1TH6BPH-huHcOsHN3P1DVPjTdriYOuhR-sHDvPvcYmW0vPhN1PEDKPTDKTHnKPakQrjDzsjmQPHDKnE78IyQ_THN1rjNkP166rjEQnWb3nW9&lego_tid=8b59fe29-5871-4059-9fee-167b4b766e35,宝安,"(1000.0, 1500.0]",True
